timestamp;event;load;duration;latitude;longitude;speed
26.03.2026 17:51;STOP;LOW;15;51.121095674536384;71.39338060413189;4.940000057218977
26.03.2026 17:55;TRAFFIC;MID;65;51.124829457480864;71.39447416119411;5.203938387470153
26.03.2026 17:59;STOP;MID;15;51.127971935163046;71.3956976788769;4.080884193180449
26.03.2026 18:02;LIGHT;MID;363;51.126181869013;71.40920616501134;12.567681609849991
26.03.2026 18:08;STOP;MID;30;51.125663406663854;71.41309142546078;4.223677897280033
26.03.2026 18:09;LIGHT;MID;52;51.12700181922945;71.4133448395071;3.3201932033521704
26.03.2026 18:14;TRAFFIC;HIGH;61;51.13175523572262;71.41423255922942;5.0999721848059405
26.03.2026 18:17;STOP;HIGH;25;51.13523894977931;71.41507477934313;2.431182416503476
26.03.2026 18:19;TRAFFIC;HIGH;180;51.13524088359458;71.42235321724655;13.17274538125272
26.03.2026 18:23;LIGHT;HIGH;60;51.13336372512498;71.4322266316171;0.533861057338016
26.03.2026 18:29;STOP;HIGH;25;51.12843014355683;71.46401529041067;8.89955657519386
26.03.2026 18:32;STOP;HIGH;42;51.12716797792009;71.47176727232147;10.211807593727864
26.03.2026 18:34;STOP;HIGH;30;51.126336530842345;71.47788973473739;8.649990051921751
26.03.2026 18:35;TRAFFIC;HIGH;120;51.125882983956096;71.47980690429108;5.800404181732717
26.03.2026 18:37;STOP;HIGH;150;51.12575530948757;71.48546720235905;0.0951722885931076
26.03.2026 18:44;LIGHT;HIGH;100;51.12940615301248;71.49695362030208;4.024098570362819
26.03.2026 18:49;TRAFFIC;HIGH;100;51.121683291963;71.49975091241214;0.3344649157918196
26.03.2026 18:52;STOP;MID;25;51.11910567221455;71.50446408056591;10.080090831174278
26.03.2026 18:57;STOP;LOW;30;51.11551722225262;71.52673270608373;5.697590904461126
26.03.2026 18:59;STOP;ZERO;0;51.11432622582587;71.53456061566884;12.199469164041226
